Date Local,pm25_aqi,ozone_aqi,AQI,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,winddirection_10m_dominant,dewpoint_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,cloudcover_mean,shortwave_radiation_sum,month,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_7,aqi_lag_14,ozone_dominant,ozone_dominant_lag1,had_rain,days_since_rain,aqi_rolling_7d_mean,aqi_rolling_7d_std
2020-03-01,38.0,43.0,43.0,15.4,10.8,1.6,22.0,186,6.8,67,1014.6,86,9.98,3,6,1,46.0,40.0,44.0,51.0,66.0,1,0.0,0,21.0,48.142857142857146,6.693991620066738
2020-03-02,24.0,40.0,40.0,22.0,8.1,1.3,23.3,300,-0.1,44,1011.6,23,19.51,3,0,0,43.0,46.0,40.0,60.0,74.0,1,1.0,0,22.0,47.0,6.806859285554039
2020-03-03,37.0,36.0,37.0,28.1,10.4,0.0,28.4,298,-3.3,27,1013.2,0,20.38,3,1,0,40.0,43.0,46.0,52.0,77.0,0,1.0,0,23.0,44.142857142857146,4.099941927579436
2020-03-04,63.0,37.0,63.0,24.1,10.3,0.0,17.0,148,8.3,63,1019.0,44,19.89,3,2,0,37.0,40.0,43.0,44.0,85.0,0,0.0,0,24.0,42.0,3.109126351029607
2020-03-05,62.0,47.0,62.0,24.8,10.6,0.0,17.9,233,10.3,72,1019.6,83,19.27,3,3,0,63.0,37.0,40.0,44.0,63.0,0,0.0,0,25.0,44.714285714285715,8.59678788296896
2020-03-06,71.0,41.0,71.0,22.7,10.8,0.0,17.5,173,10.9,77,1016.2,67,18.1,3,4,0,62.0,63.0,37.0,40.0,55.0,0,0.0,0,26.0,47.285714285714285,10.76590738882524
2020-03-07,18.0,36.0,36.0,17.8,11.2,1.6,22.4,212,9.1,75,1015.9,88,12.07,3,5,1,71.0,62.0,63.0,46.0,38.0,1,0.0,0,27.0,51.714285714285715,13.338094388058659
2020-03-08,14.0,36.0,36.0,18.9,9.9,1.3,19.4,220,7.4,68,1016.6,70,17.24,3,6,1,36.0,71.0,62.0,43.0,51.0,1,1.0,0,28.0,50.285714285714285,14.534032311719114
2020-03-09,19.0,31.0,31.0,23.0,9.2,0.0,31.9,106,4.3,52,1018.2,94,12.04,3,0,0,36.0,36.0,71.0,40.0,60.0,1,1.0,0,29.0,49.285714285714285,15.337473561121312
2020-03-10,22.0,24.0,24.0,18.1,13.3,28.6,21.7,109,13.1,87,1016.7,90,6.65,3,1,0,31.0,36.0,36.0,37.0,52.0,1,1.0,1,0.0,48.0,16.57307052620807
2020-03-11,21.0,35.0,35.0,19.6,13.6,7.4,10.7,146,12.7,82,1016.3,57,13.92,3,2,0,24.0,31.0,36.0,63.0,44.0,1,1.0,1,0.0,46.142857142857146,18.61387091596454
2020-03-12,39.0,27.0,39.0,17.1,11.5,16.6,25.0,242,11.8,86,1010.3,67,7.64,3,3,0,35.0,24.0,31.0,62.0,44.0,0,1.0,1,0.0,42.142857142857146,17.353468158925963
2020-03-13,29.0,31.0,31.0,15.7,11.8,24.7,13.7,118,11.5,91,1012.8,92,6.75,3,4,0,39.0,35.0,24.0,71.0,40.0,1,0.0,1,0.0,38.857142857142854,14.982529508604035
2020-03-14,34.0,36.0,36.0,16.2,10.9,5.4,11.8,153,11.1,88,1019.0,81,8.24,3,5,1,31.0,39.0,35.0,36.0,46.0,1,1.0,1,0.0,33.142857142857146,4.94734175858014
2020-03-15,24.0,40.0,40.0,16.9,10.9,1.4,18.2,223,9.2,77,1019.9,68,17.7,3,6,1,36.0,31.0,39.0,36.0,43.0,1,1.0,0,1.0,33.142857142857146,4.94734175858014
2020-03-16,33.0,34.0,34.0,15.6,10.3,11.3,27.8,160,9.0,81,1016.2,71,8.96,3,0,0,40.0,36.0,31.0,31.0,40.0,1,1.0,1,0.0,33.714285714285715,5.52914356581821
2020-03-17,22.0,38.0,38.0,13.9,5.5,0.4,10.3,303,6.5,79,1014.9,25,17.28,3,1,0,34.0,40.0,36.0,24.0,37.0,1,1.0,0,1.0,34.142857142857146,5.398412465054654
2020-03-18,25.0,41.0,41.0,16.1,5.0,0.0,21.8,255,4.3,69,1009.7,58,19.56,3,2,0,38.0,34.0,40.0,35.0,63.0,1,1.0,0,2.0,36.142857142857146,3.1320159337915405
2020-03-19,26.0,40.0,40.0,14.9,7.2,4.0,15.1,128,7.4,80,1017.6,47,15.53,3,3,0,41.0,38.0,34.0,39.0,62.0,1,1.0,1,0.0,37.0,3.559026084010475
2020-03-20,21.0,38.0,38.0,16.8,9.2,1.5,12.7,110,8.6,77,1022.0,79,13.83,3,4,0,40.0,41.0,38.0,31.0,71.0,1,1.0,0,1.0,37.142857142857146,3.670993118515853
2020-03-21,17.0,42.0,42.0,17.3,11.1,2.2,14.7,224,9.9,77,1020.6,63,17.74,3,5,1,38.0,40.0,41.0,36.0,36.0,1,1.0,0,2.0,38.142857142857146,2.4784787961282633
2020-03-22,19.0,40.0,40.0,19.6,10.1,19.2,15.7,124,9.9,78,1019.5,76,14.77,3,6,1,42.0,38.0,40.0,40.0,36.0,1,1.0,1,0.0,39.0,2.6457513110646396
2020-03-23,14.0,40.0,40.0,16.7,11.2,8.6,19.8,242,10.5,82,1019.9,59,17.51,3,0,0,40.0,42.0,38.0,34.0,31.0,1,1.0,1,0.0,39.0,2.6457513110646396
2020-03-24,21.0,39.0,39.0,17.4,9.2,1.0,16.6,226,9.2,80,1021.1,49,18.51,3,1,0,40.0,40.0,42.0,38.0,24.0,1,1.0,0,1.0,39.857142857142854,1.463850109422888
2020-03-25,13.0,40.0,40.0,15.8,10.4,1.1,21.5,238,8.3,75,1017.7,70,16.91,3,2,0,39.0,40.0,40.0,41.0,35.0,1,1.0,0,2.0,40.0,1.2909944487359055
2020-03-26,16.0,42.0,42.0,15.5,4.9,1.0,26.0,271,4.0,67,1015.9,18,22.7,3,3,0,40.0,39.0,40.0,40.0,39.0,1,1.0,0,3.0,39.857142857142854,1.2149857925880188
2020-03-27,29.0,43.0,43.0,17.2,4.8,0.0,25.6,244,3.7,66,1018.5,6,24.15,3,4,0,42.0,40.0,39.0,38.0,31.0,1,1.0,0,4.0,40.142857142857146,1.4638501094228864
2020-03-28,38.0,45.0,45.0,18.5,7.8,0.0,15.8,162,6.2,66,1020.8,52,22.11,3,5,1,43.0,42.0,40.0,42.0,36.0,1,1.0,0,5.0,40.857142857142854,1.4638501094228802
2020-03-29,46.0,45.0,46.0,18.1,8.2,0.6,18.2,244,8.4,76,1018.9,22,20.38,3,6,1,45.0,43.0,42.0,40.0,40.0,0,1.0,0,6.0,41.285714285714285,2.138089935299447
2020-03-30,38.0,44.0,44.0,22.4,7.8,0.0,19.1,47,8.5,72,1021.9,17,24.21,3,0,0,46.0,45.0,43.0,40.0,34.0,1,0.0,0,7.0,42.142857142857146,2.672612419124281
2020-03-31,51.0,58.0,58.0,25.4,10.9,0.0,17.3,145,7.5,54,1016.0,97,20.25,3,1,0,44.0,46.0,45.0,39.0,38.0,1,1.0,0,8.0,42.714285714285715,2.5634797778466587
2020-04-01,53.0,51.0,53.0,24.0,11.2,0.0,17.7,172,10.5,70,1011.1,44,23.66,4,2,0,58.0,44.0,46.0,40.0,41.0,0,1.0,0,9.0,45.42857142857143,5.883795341363235
2020-04-02,52.0,45.0,52.0,22.9,12.9,0.1,20.9,174,10.3,69,1013.7,49,20.47,4,3,0,53.0,58.0,44.0,42.0,40.0,0,0.0,0,10.0,47.285714285714285,5.936168397046639
2020-04-03,54.0,45.0,54.0,21.6,10.9,0.0,19.3,220,8.8,68,1013.9,22,23.97,4,4,0,52.0,53.0,58.0,43.0,38.0,0,0.0,0,11.0,48.714285714285715,5.64843003893665
2020-04-04,54.0,46.0,54.0,20.8,11.8,0.5,20.1,173,10.0,73,1012.3,59,16.34,4,5,1,54.0,52.0,53.0,45.0,42.0,0,0.0,0,12.0,50.285714285714285,5.31395288256258
2020-04-05,18.0,32.0,32.0,18.1,12.2,2.7,18.1,208,8.9,70,1011.9,92,13.32,4,6,1,54.0,54.0,52.0,46.0,40.0,1,0.0,1,0.0,51.57142857142857,4.894116973712503
2020-04-06,9.0,36.0,36.0,16.0,11.8,31.7,18.3,185,10.9,85,1013.0,95,8.21,4,0,0,32.0,54.0,54.0,44.0,40.0,1,1.0,1,0.0,49.57142857142857,8.829064557040056
2020-04-07,18.0,36.0,36.0,16.1,10.3,13.8,20.0,113,10.1,87,1016.4,83,10.21,4,1,0,36.0,32.0,54.0,58.0,39.0,1,1.0,1,0.0,48.42857142857143,10.097147168996843
2020-04-08,14.0,40.0,40.0,14.9,9.3,11.6,14.8,154,8.5,82,1016.8,92,16.49,4,2,0,36.0,36.0,32.0,53.0,40.0,1,1.0,1,0.0,45.285714285714285,10.04513623126944
2020-04-09,10.0,31.0,31.0,12.6,9.7,19.4,17.1,87,8.6,87,1019.5,99,4.33,4,3,0,40.0,36.0,36.0,52.0,42.0,1,1.0,1,0.0,43.42857142857143,9.571783930858855
2020-04-10,14.0,38.0,38.0,15.6,9.4,8.9,19.5,56,7.8,77,1016.0,83,13.6,4,4,0,31.0,40.0,36.0,54.0,43.0,1,1.0,1,0.0,40.42857142857143,9.727232269204219
2020-04-11,34.0,43.0,43.0,21.0,7.8,0.0,19.1,166,10.3,82,1015.1,37,21.77,4,5,1,38.0,31.0,40.0,54.0,45.0,1,1.0,0,1.0,38.142857142857146,7.668736780560675
2020-04-12,31.0,33.0,33.0,16.5,11.8,2.4,14.8,140,11.6,86,1017.5,94,9.24,4,6,1,43.0,38.0,31.0,32.0,46.0,1,1.0,0,2.0,36.57142857142857,4.237025012007987
2020-04-13,23.0,36.0,36.0,17.4,11.4,0.1,19.3,237,11.4,84,1019.7,65,15.5,4,0,0,33.0,43.0,38.0,36.0,44.0,1,1.0,0,3.0,36.714285714285715,4.0708019567928995
2020-04-14,45.0,44.0,45.0,22.8,10.2,0.0,18.3,252,11.5,81,1019.8,41,22.35,4,1,0,36.0,33.0,43.0,36.0,58.0,0,1.0,0,4.0,36.714285714285715,4.0708019567928995
2020-04-15,41.0,54.0,54.0,25.1,8.4,0.0,17.3,231,7.2,57,1016.6,0,26.95,4,2,0,45.0,36.0,33.0,40.0,53.0,1,0.0,0,5.0,38.0,5.099019513592813
2020-04-16,53.0,51.0,53.0,22.1,11.2,0.0,15.0,148,10.9,75,1013.6,5,26.36,4,3,0,54.0,45.0,36.0,31.0,52.0,0,1.0,0,6.0,40.0,7.958224257542228
2020-04-17,31.0,36.0,36.0,19.2,11.4,0.6,13.6,179,11.1,81,1014.7,76,15.35,4,4,0,53.0,54.0,45.0,38.0,54.0,1,0.0,0,7.0,43.142857142857146,8.153293228885527
2020-04-18,28.0,36.0,36.0,19.0,11.9,1.7,19.9,222,11.0,78,1017.4,60,19.01,4,5,1,36.0,53.0,54.0,43.0,54.0,1,1.0,0,8.0,42.857142857142854,8.395009855633917
2020-04-19,29.0,38.0,38.0,19.2,9.9,0.0,18.0,228,10.2,77,1017.6,62,21.45,4,6,1,36.0,36.0,53.0,33.0,32.0,1,1.0,0,9.0,41.857142857142854,8.783100656536808
2020-04-20,43.0,38.0,43.0,18.5,11.1,0.3,15.3,212,11.2,79,1018.0,76,13.91,4,0,0,38.0,36.0,36.0,36.0,36.0,0,1.0,0,10.0,42.57142857142857,8.121107126025434
2020-04-21,51.0,41.0,51.0,23.6,11.8,0.0,25.7,226,10.9,72,1018.3,11,26.32,4,1,0,43.0,38.0,36.0,45.0,36.0,0,0.0,0,11.0,43.57142857142857,7.590721152765904
2020-04-22,52.0,61.0,61.0,31.4,10.6,0.0,27.9,297,9.4,56,1018.1,2,27.11,4,2,0,51.0,43.0,38.0,54.0,40.0,1,0.0,0,12.0,44.42857142857143,8.100558475750157
2020-04-23,60.0,51.0,60.0,33.1,14.2,0.0,20.9,209,9.5,44,1013.7,1,27.04,4,3,0,61.0,51.0,43.0,53.0,31.0,0,1.0,0,13.0,45.42857142857143,9.744351233016031
2020-04-24,56.0,80.0,80.0,36.3,14.9,0.0,21.3,253,8.6,40,1012.1,8,27.2,4,4,0,60.0,61.0,51.0,36.0,38.0,1,0.0,0,14.0,46.42857142857143,10.93704931044236
2020-04-25,57.0,166.0,166.0,34.2,16.8,0.0,16.1,154,11.5,47,1013.2,17,27.41,4,5,1,80.0,60.0,61.0,36.0,43.0,1,1.0,0,15.0,52.714285714285715,15.596092306667565
2020-04-26,62.0,129.0,129.0,31.6,15.7,0.0,17.7,196,12.6,57,1013.3,68,25.94,4,6,1,166.0,80.0,60.0,38.0,33.0,1,1.0,0,16.0,71.28571428571429,43.96860351703355
2020-04-27,57.0,87.0,87.0,28.6,15.1,0.0,18.5,183,12.9,63,1014.2,6,26.83,4,0,0,129.0,166.0,80.0,43.0,36.0,1,1.0,0,17.0,84.28571428571429,45.89740110911976
2020-04-28,61.0,100.0,100.0,30.8,15.8,0.0,18.6,208,13.9,66,1014.6,0,27.3,4,1,0,87.0,129.0,166.0,51.0,45.0,1,1.0,0,18.0,90.57142857142857,42.16181978542965
2020-04-29,69.0,54.0,69.0,28.0,14.3,0.0,18.1,207,14.8,79,1015.0,74,23.12,4,2,0,100.0,87.0,129.0,61.0,54.0,0,1.0,0,19.0,97.57142857142857,38.39642840533106
2020-04-30,63.0,54.0,63.0,26.1,14.9,0.0,17.6,208,14.7,78,1013.2,46,23.9,4,3,0,69.0,100.0,87.0,60.0,53.0,0,0.0,0,20.0,98.71428571428571,37.227741831929066
2020-05-01,54.0,49.0,54.0,27.7,14.7,0.0,17.2,163,13.0,69,1013.1,33,26.86,5,4,0,63.0,69.0,100.0,80.0,36.0,0,0.0,0,21.0,99.14285714285714,36.72160386579254
2020-05-02,53.0,48.0,53.0,27.0,14.2,0.0,21.2,185,12.4,69,1015.4,42,26.48,5,5,1,54.0,63.0,69.0,166.0,36.0,0,0.0,0,22.0,95.42857142857143,40.13667127394074
2020-05-03,52.0,38.0,52.0,26.4,13.4,0.0,21.8,191,12.3,70,1016.3,25,26.85,5,6,1,53.0,54.0,63.0,129.0,38.0,0,0.0,0,23.0,79.28571428571429,27.87301135336405
2020-05-04,60.0,90.0,90.0,29.1,12.4,0.0,16.3,144,11.2,62,1014.8,8,27.29,5,0,0,52.0,53.0,54.0,87.0,43.0,1,0.0,0,24.0,68.28571428571429,18.652205282613668
2020-05-05,59.0,87.0,87.0,33.0,17.1,0.0,19.6,230,7.7,38,1013.3,8,29.14,5,1,0,90.0,52.0,53.0,100.0,51.0,1,1.0,0,25.0,68.71428571428571,19.180843618171785
2020-05-06,57.0,159.0,159.0,34.9,18.3,0.0,21.0,200,5.1,30,1011.8,75,29.06,5,2,0,87.0,90.0,52.0,69.0,61.0,1,1.0,0,26.0,66.85714285714286,16.01487403872381
2020-05-07,62.0,201.0,201.0,35.6,17.9,0.0,19.8,209,7.7,35,1010.2,95,28.52,5,3,0,159.0,87.0,90.0,63.0,60.0,1,1.0,0,27.0,79.71428571428571,38.443526918127084
2020-05-08,71.0,136.0,136.0,31.5,15.2,0.0,17.9,197,13.5,63,1011.6,37,29.01,5,4,0,201.0,159.0,87.0,54.0,80.0,1,1.0,0,28.0,99.42857142857143,58.562949444329114
2020-05-09,68.0,93.0,93.0,27.1,15.1,0.0,16.8,219,14.1,73,1013.0,46,25.83,5,5,1,136.0,201.0,159.0,53.0,166.0,1,1.0,0,29.0,111.14285714285714,56.111283985275094
2020-05-10,58.0,67.0,67.0,24.5,14.0,0.1,17.4,227,13.3,75,1014.3,39,24.78,5,6,1,93.0,136.0,201.0,52.0,129.0,1,1.0,0,30.0,116.85714285714286,51.007935890501614
2020-05-11,48.0,51.0,51.0,24.3,13.9,0.0,20.6,233,11.5,68,1015.3,30,25.87,5,0,0,67.0,93.0,136.0,90.0,87.0,1,1.0,0,31.0,119.0,48.05899152777413
2020-05-12,29.0,33.0,33.0,22.7,12.3,0.0,26.7,225,10.9,67,1015.6,24,22.17,5,1,0,51.0,67.0,93.0,87.0,100.0,1,1.0,0,32.0,113.42857142857143,53.88833251226447
2020-05-13,37.0,42.0,42.0,24.8,13.1,0.0,19.3,213,9.9,62,1015.2,23,28.25,5,2,0,33.0,51.0,67.0,159.0,69.0,1,1.0,0,33.0,105.71428571428571,61.613619397322324
2020-05-14,48.0,42.0,48.0,27.0,13.4,0.0,28.3,178,11.3,63,1014.7,11,27.98,5,3,0,42.0,33.0,51.0,201.0,63.0,0,1.0,0,34.0,89.0,60.610780119271396
2020-05-15,52.0,51.0,52.0,26.8,14.4,0.0,19.6,196,12.1,64,1012.6,6,28.44,5,4,0,48.0,42.0,33.0,136.0,54.0,0,0.0,0,35.0,67.14285714285714,36.135986548169974
2020-05-16,54.0,74.0,74.0,29.7,14.9,0.0,18.9,214,11.7,57,1010.7,37,28.69,5,5,1,52.0,48.0,42.0,93.0,53.0,1,0.0,0,36.0,55.142857142857146,19.64203461481322
2020-05-17,52.0,49.0,52.0,28.0,15.0,0.0,18.6,199,13.5,67,1011.8,35,28.92,5,6,1,74.0,52.0,48.0,67.0,52.0,0,1.0,0,37.0,52.42857142857143,14.057704208690849
2020-05-18,19.0,34.0,34.0,21.8,15.2,5.1,22.7,238,13.7,76,1014.0,59,15.22,5,0,0,52.0,74.0,52.0,51.0,90.0,1,0.0,1,0.0,50.285714285714285,12.526163095886886
2020-05-19,31.0,39.0,39.0,22.3,12.4,0.0,22.4,232,9.8,65,1015.0,13,26.28,5,1,0,34.0,52.0,74.0,33.0,87.0,1,1.0,0,1.0,47.857142857142854,13.93351560600747
2020-05-20,39.0,42.0,42.0,23.9,11.9,0.0,23.6,224,10.2,64,1016.4,12,29.16,5,2,0,39.0,34.0,52.0,42.0,159.0,1,1.0,0,2.0,48.714285714285715,13.021959475110693
2020-05-21,53.0,77.0,77.0,29.5,12.4,0.0,21.8,237,7.7,47,1012.9,0,29.92,5,3,0,42.0,39.0,34.0,48.0,201.0,1,1.0,0,3.0,48.714285714285715,13.021959475110693
2020-05-22,55.0,48.0,55.0,26.6,14.4,0.0,19.5,158,12.4,68,1011.7,30,27.94,5,4,0,77.0,42.0,39.0,52.0,136.0,0,1.0,0,4.0,52.857142857142854,16.816941571210876
2020-05-23,56.0,51.0,56.0,25.0,14.6,0.0,21.3,201,11.8,66,1012.7,19,27.79,5,5,1,55.0,77.0,42.0,74.0,93.0,0,0.0,0,5.0,53.285714285714285,16.82967899985297
2020-05-24,65.0,77.0,77.0,28.2,13.1,0.0,19.6,196,12.4,68,1012.9,21,27.44,5,6,1,56.0,55.0,77.0,52.0,67.0,1,0.0,0,6.0,50.714285714285715,14.32613329681432
2020-05-25,67.0,67.0,67.0,29.6,14.6,0.0,17.5,199,12.5,63,1011.7,6,29.03,5,0,0,77.0,56.0,55.0,34.0,51.0,0,1.0,0,7.0,54.285714285714285,17.471064513591955
2020-05-26,62.0,87.0,87.0,31.9,14.6,0.0,21.7,203,12.3,61,1011.6,1,29.35,5,1,0,67.0,77.0,56.0,39.0,33.0,1,0.0,0,8.0,59.0,15.416441439796138
2020-05-27,60.0,93.0,93.0,29.5,14.8,0.0,17.3,196,12.9,65,1012.6,1,29.32,5,2,0,87.0,67.0,77.0,42.0,42.0,1,1.0,0,9.0,65.85714285714286,15.710172621888056
2020-05-28,52.0,58.0,58.0,26.6,13.9,0.0,17.1,215,13.7,74,1014.0,23,28.12,5,3,0,93.0,87.0,67.0,77.0,48.0,1,1.0,0,10.0,73.14285714285714,14.587992453025237
2020-05-29,28.0,31.0,31.0,24.8,14.9,0.0,15.5,213,13.6,75,1015.0,54,21.37,5,4,0,58.0,93.0,87.0,55.0,52.0,1,1.0,0,11.0,70.42857142857143,15.490396410433732
2020-05-30,24.0,32.0,32.0,25.8,13.9,0.0,26.8,246,12.4,69,1014.8,49,27.13,5,5,1,31.0,58.0,93.0,56.0,74.0,1,1.0,0,12.0,67.0,21.11081871142528
2020-05-31,42.0,44.0,44.0,26.2,14.1,0.1,18.5,212,12.6,68,1013.1,77,26.68,5,6,1,32.0,31.0,58.0,77.0,52.0,1,1.0,0,13.0,63.57142857142857,24.818387960388918
2021-03-01,31.0,42.0,42.0,25.4,7.2,0.0,22.4,66,-9.9,20,1020.7,1,20.52,3,0,0,52.0,55.0,52.0,39.0,52.0,1,0.0,0,31.0,50.714285714285715,7.521398046334659
2021-03-02,37.0,44.0,44.0,24.7,9.3,0.0,20.6,179,-7.0,25,1013.3,22,20.67,3,1,0,42.0,52.0,55.0,42.0,41.0,1,1.0,0,32.0,51.142857142857146,6.792853387409117
2021-03-03,52.0,43.0,52.0,13.4,6.6,5.0,20.3,109,5.5,70,1011.6,44,6.88,3,2,0,44.0,42.0,52.0,55.0,39.0,0,1.0,1,0.0,51.42857142857143,6.373307431704992
2021-03-04,46.0,44.0,46.0,18.5,5.4,0.0,14.8,306,6.3,72,1022.7,0,20.06,3,3,0,52.0,44.0,42.0,60.0,43.0,0,0.0,0,1.0,51.0,6.191391873667153
2021-03-05,53.0,51.0,53.0,25.0,8.8,0.0,18.4,253,4.7,50,1019.5,3,20.77,3,4,0,46.0,52.0,44.0,52.0,50.0,0,0.0,0,2.0,49.0,4.9328828623139875
2021-03-06,56.0,44.0,56.0,21.0,7.7,0.0,14.5,134,8.1,73,1016.4,14,20.46,3,5,1,53.0,46.0,52.0,55.0,49.0,0,0.0,0,3.0,49.142857142857146,5.047394424469741
2021-03-07,46.0,38.0,46.0,18.0,10.5,0.0,15.9,148,9.2,77,1017.4,96,10.71,3,6,1,56.0,53.0,46.0,52.0,43.0,0,0.0,0,4.0,49.285714285714285,5.250850271280487
2021-03-08,36.0,41.0,41.0,19.2,11.1,0.3,18.9,195,8.5,70,1020.7,71,16.48,3,0,0,46.0,56.0,53.0,42.0,39.0,1,0.0,0,5.0,48.42857142857143,5.223572942507055
2021-03-09,38.0,43.0,43.0,18.4,7.2,0.2,29.4,250,5.3,66,1020.1,13,20.19,3,1,0,41.0,46.0,56.0,44.0,42.0,1,1.0,0,6.0,48.285714285714285,5.437961803047725
2021-03-10,14.0,40.0,40.0,13.5,8.0,9.2,21.2,229,6.7,77,1018.1,67,15.66,3,2,0,43.0,41.0,46.0,52.0,55.0,1,1.0,1,0.0,48.142857142857146,5.580578567033583
2021-03-11,17.0,42.0,42.0,12.9,5.8,3.9,12.3,119,4.9,77,1017.9,63,15.24,3,3,0,40.0,43.0,41.0,46.0,60.0,1,1.0,1,0.0,46.42857142857143,6.0237624692289495
2021-03-12,32.0,40.0,40.0,14.1,4.4,1.6,14.0,308,4.0,72,1020.8,48,17.55,3,4,0,42.0,40.0,43.0,53.0,52.0,1,1.0,0,1.0,45.857142857142854,6.256425268700486
2021-03-13,54.0,41.0,54.0,16.8,5.0,0.0,20.0,143,5.9,74,1023.7,14,20.47,3,5,1,40.0,42.0,40.0,56.0,55.0,0,1.0,0,2.0,44.0,5.68624070307524
2021-03-14,53.0,46.0,53.0,16.6,9.1,0.0,16.7,162,7.7,75,1022.9,86,14.83,3,6,1,54.0,40.0,42.0,46.0,52.0,0,0.0,0,3.0,43.714285714285715,4.990467102861023
2021-03-15,19.0,39.0,39.0,14.9,6.8,7.6,28.2,243,5.2,70,1015.2,58,12.62,3,0,0,53.0,54.0,40.0,41.0,42.0,1,0.0,1,0.0,44.714285714285715,6.102302453834266
2021-03-16,26.0,37.0,37.0,15.9,3.4,0.0,17.0,232,1.4,58,1016.9,4,22.51,3,1,0,39.0,53.0,54.0,43.0,44.0,1,1.0,0,1.0,44.42857142857143,6.347102826147586
2021-03-17,53.0,44.0,53.0,18.0,5.6,0.0,17.1,232,4.6,65,1019.5,53,19.54,3,2,0,37.0,39.0,53.0,40.0,52.0,0,1.0,0,2.0,43.57142857142857,6.948792289721318
2021-03-18,57.0,48.0,57.0,20.5,7.5,0.0,16.8,198,7.5,72,1020.0,31,20.03,3,3,0,53.0,37.0,39.0,42.0,46.0,0,0.0,0,3.0,45.42857142857143,7.54668012786799
2021-03-19,51.0,37.0,51.0,22.4,8.4,0.0,20.3,224,8.7,69,1020.2,17,22.06,3,4,0,57.0,53.0,37.0,40.0,53.0,0,0.0,0,4.0,47.57142857142857,8.482474930841718
